shipment_id,Time,step_index,scenario_name,Front_Top,Front_Middle,Front_Bottom,Middle_Top,Middle_Middle,Middle_Bottom,Rear_Top,Rear_Middle,Rear_Bottom,sconf,coverage_time,ambient_temp,door_open,speed_kmh,cooling_state,true_core_temp,cooling_effectiveness,risk_level,y_next_60_R2,eta_to_R2_60
SYN_SHIP_012,2026-06-01 17:00:00,54,NORMAL,2.372,1.699,1.42,2.539,1.769,1.568,2.659,2.054,1.694,1.0,1.0,22.1,0,77.3,NORMAL,1.741,0.992,0.0,0.0,
SYN_SHIP_012,2026-06-01 17:10:00,55,NORMAL,2.547,1.7,1.503,2.421,1.756,1.483,2.834,1.93,1.909,1.0,1.0,22.04,0,77.5,NORMAL,1.775,0.936,0.0,0.0,
SYN_SHIP_012,2026-06-01 17:20:00,56,NORMAL,2.386,1.699,1.472,2.624,1.847,1.614,2.963,1.969,1.934,1.0,1.0,22.6,0,66.1,NORMAL,1.777,0.993,0.0,0.0,
SYN_SHIP_012,2026-06-01 17:30:00,57,NORMAL,2.523,1.782,1.423,2.646,1.881,1.674,2.749,2.118,1.863,1.0,1.0,22.65,0,75.0,NORMAL,1.788,0.982,0.0,0.0,
SYN_SHIP_012,2026-06-01 17:40:00,58,NORMAL,2.354,1.671,1.623,2.58,1.717,1.589,2.67,1.878,1.838,1.0,1.0,23.02,0,81.1,NORMAL,1.799,0.957,0.0,0.0,
SYN_SHIP_012,2026-06-01 17:50:00,59,NORMAL,2.384,1.795,1.676,2.462,1.855,1.598,2.813,2.088,1.895,1.0,1.0,22.77,0,66.5,NORMAL,1.784,0.99,0.0,0.0,
SYN_SHIP_012,2026-06-01 18:00:00,60,NORMAL,2.453,1.711,1.623,2.584,1.661,1.6,2.674,1.87,1.681,1.0,1.0,23.09,0,65.5,NORMAL,1.764,0.944,0.0,0.0,
SYN_SHIP_012,2026-06-01 18:10:00,61,NORMAL,2.42,1.689,1.617,2.538,1.788,1.634,2.758,1.823,1.888,1.0,1.0,22.85,0,66.1,NORMAL,1.771,0.924,0.0,0.0,
SYN_SHIP_012,2026-06-01 18:20:00,62,NORMAL,2.423,1.806,1.495,2.609,1.645,1.52,2.832,2.107,1.842,1.0,1.0,23.39,0,67.3,NORMAL,1.807,0.928,0.0,0.0,
SYN_SHIP_012,2026-06-01 18:30:00,63,NORMAL,2.597,1.733,1.646,2.584,1.849,1.652,2.711,1.977,1.984,1.0,1.0,23.23,0,75.5,NORMAL,1.816,0.937,0.0,0.0,
SYN_SHIP_012,2026-06-01 18:40:00,64,NORMAL,2.551,1.666,1.47,2.563,1.685,1.541,2.828,1.88,1.84,1.0,1.0,23.37,0,75.7,NORMAL,1.823,0.951,0.0,0.0,
SYN_SHIP_012,2026-06-01 18:50:00,65,NORMAL,2.424,1.863,1.75,2.663,1.831,1.57,2.912,2.008,1.917,1.0,1.0,23.47,0,69.0,NORMAL,1.821,0.924,0.0,0.0,
SYN_SHIP_012,2026-06-01 19:00:00,66,NORMAL,2.464,1.834,1.481,2.688,1.855,1.496,2.913,2.096,1.747,1.0,1.0,23.82,0,68.2,NORMAL,1.836,0.964,0.0,0.0,
SYN_SHIP_012,2026-06-01 19:10:00,67,NORMAL,2.609,1.688,1.713,2.641,1.724,1.601,2.655,2.038,1.844,1.0,1.0,23.38,0,82.5,NORMAL,1.854,0.971,0.0,0.0,
SYN_SHIP_012,2026-06-01 19:20:00,68,NORMAL,2.536,1.872,1.551,2.718,1.889,1.693,2.743,1.915,1.886,1.0,1.0,23.7,0,81.9,NORMAL,1.841,0.965,0.0,0.0,
SYN_SHIP_012,2026-06-01 19:30:00,69,NORMAL,2.46,1.842,1.634,2.722,1.908,1.72,2.989,1.972,1.936,1.0,1.0,24.06,0,70.1,NORMAL,1.859,0.937,0.0,0.0,
SYN_SHIP_012,2026-06-01 19:40:00,70,NORMAL,2.501,1.885,1.555,2.62,1.971,1.663,2.778,2.23,1.961,1.0,1.0,23.23,0,67.9,NORMAL,1.867,0.922,0.0,0.0,
SYN_SHIP_012,2026-06-01 19:50:00,71,NORMAL,2.428,1.639,1.56,2.74,1.853,1.744,2.782,2.009,1.833,1.0,1.0,23.72,0,74.0,NORMAL,1.855,0.989,0.0,0.0,
SYN_SHIP_012,2026-06-01 20:00:00,72,NORMAL,2.665,1.668,1.451,2.58,1.559,1.595,2.945,2.086,1.884,1.0,1.0,23.92,0,72.6,NORMAL,1.847,0.964,0.0,0.0,
SYN_SHIP_012,2026-06-01 20:10:00,73,NORMAL,2.456,1.954,1.567,2.56,1.827,1.54,2.808,2.045,1.878,1.0,1.0,23.86,0,68.3,NORMAL,1.836,0.952,0.0,0.0,
SYN_SHIP_012,2026-06-01 20:20:00,74,NORMAL,2.532,1.778,1.512,2.623,1.784,1.573,2.759,2.085,1.956,1.0,1.0,24.46,0,82.6,NORMAL,1.855,0.969,0.0,0.0,
SYN_SHIP_012,2026-06-01 20:30:00,75,NORMAL,2.634,1.897,1.74,2.831,1.78,1.722,3.048,2.125,1.879,1.0,1.0,24.26,0,82.6,NORMAL,1.874,0.965,0.0,0.0,
SYN_SHIP_012,2026-06-01 20:40:00,76,NORMAL,2.5,1.786,1.69,2.658,1.776,1.695,2.881,2.108,1.79,1.0,1.0,25.1,0,73.8,NORMAL,1.87,0.949,0.0,0.0,
SYN_SHIP_012,2026-06-01 20:50:00,77,NORMAL,2.486,1.672,1.664,2.673,1.856,1.633,2.901,1.919,1.923,1.0,1.0,23.84,0,78.0,NORMAL,1.84,0.949,0.0,0.0,
SYN_SHIP_012,2026-06-01 21:00:00,78,NORMAL,2.492,1.671,1.545,2.62,1.926,1.605,2.919,1.977,1.926,1.0,1.0,24.64,0,78.3,NORMAL,1.815,0.943,0.0,0.0,
SYN_SHIP_012,2026-06-01 21:10:00,79,NORMAL,2.463,1.999,1.641,2.539,1.82,1.705,2.795,1.903,1.871,1.0,1.0,24.19,0,75.0,NORMAL,1.837,0.973,0.0,0.0,
SYN_SHIP_012,2026-06-01 21:20:00,80,NORMAL,2.465,1.8,1.669,2.731,1.794,1.805,2.881,2.121,1.936,1.0,1.0,24.77,0,77.2,NORMAL,1.852,0.981,0.0,0.0,
SYN_SHIP_012,2026-06-01 21:30:00,81,NORMAL,2.332,1.831,1.64,2.721,1.873,1.715,3.01,2.105,1.804,1.0,1.0,23.85,0,77.5,NORMAL,1.863,0.966,0.0,0.0,
SYN_SHIP_012,2026-06-01 21:40:00,82,NORMAL,2.647,1.753,1.719,2.706,1.88,1.723,3.04,2.113,1.817,1.0,1.0,24.56,0,82.4,NORMAL,1.864,0.974,0.0,0.0,
SYN_SHIP_012,2026-06-01 21:50:00,83,NORMAL,2.439,1.777,1.679,2.768,2.068,1.785,2.816,2.02,1.877,1.0,1.0,24.62,0,83.3,NORMAL,1.869,0.959,0.0,0.0,
SYN_SHIP_012,2026-06-01 22:00:00,84,NORMAL,2.527,1.724,1.49,2.7,1.932,1.701,2.893,2.08,1.999,1.0,1.0,24.09,0,70.3,NORMAL,1.851,0.972,0.0,0.0,
SYN_SHIP_012,2026-06-01 22:10:00,85,NORMAL,2.593,1.797,1.647,2.647,1.806,1.611,2.844,1.997,1.859,1.0,1.0,24.65,0,71.5,NORMAL,1.861,0.987,0.0,0.0,
SYN_SHIP_012,2026-06-01 22:20:00,86,NORMAL,2.627,1.765,1.681,2.752,1.977,1.67,2.938,2.127,1.946,1.0,1.0,24.2,0,81.2,NORMAL,1.87,0.953,0.0,0.0,
SYN_SHIP_012,2026-06-01 22:30:00,87,NORMAL,2.686,1.867,1.619,2.669,2.056,1.504,3.024,2.111,2.042,1.0,1.0,24.26,0,76.4,NORMAL,1.915,0.965,0.0,0.0,
SYN_SHIP_012,2026-06-01 22:40:00,88,NORMAL,2.566,1.867,1.64,2.766,1.786,1.649,2.832,2.13,1.922,1.0,1.0,24.57,0,78.4,NORMAL,1.873,0.929,0.0,0.0,
SYN_SHIP_012,2026-06-01 22:50:00,89,NORMAL,2.576,1.802,1.776,2.653,1.771,1.572,2.829,1.963,1.965,1.0,1.0,23.67,0,79.1,NORMAL,1.855,0.92,0.0,0.0,
SYN_SHIP_012,2026-06-01 23:00:00,90,NORMAL,2.603,1.887,1.613,2.639,1.943,1.788,2.655,1.992,1.857,1.0,1.0,24.02,0,65.3,NORMAL,1.844,0.963,0.0,0.0,
SYN_SHIP_012,2026-06-01 23:10:00,91,NORMAL,2.495,1.856,1.435,2.663,1.796,1.716,2.967,1.813,1.943,1.0,1.0,24.34,0,74.4,NORMAL,1.836,0.995,0.0,0.0,
SYN_SHIP_012,2026-06-01 23:20:00,92,NORMAL,2.44,1.787,1.636,2.549,1.811,1.607,3.014,2.039,1.838,1.0,1.0,24.4,0,76.6,NORMAL,1.863,0.957,0.0,0.0,
SYN_SHIP_012,2026-06-01 23:30:00,93,NORMAL,2.541,1.655,1.714,2.789,1.859,1.556,2.904,1.897,1.94,1.0,1.0,24.73,0,69.4,NORMAL,1.853,0.927,0.0,0.0,
SYN_SHIP_012,2026-06-01 23:40:00,94,NORMAL,2.6,1.765,1.538,2.689,1.784,1.552,2.941,2.052,1.818,1.0,1.0,24.89,0,75.1,NORMAL,1.86,0.925,0.0,0.0,
SYN_SHIP_012,2026-06-01 23:50:00,95,NORMAL,2.508,1.789,1.595,2.58,1.876,1.563,2.76,1.992,1.857,1.0,1.0,25.01,0,67.6,NORMAL,1.83,0.943,0.0,0.0,
SYN_SHIP_012,2026-06-02 00:00:00,96,NORMAL,2.635,1.845,1.657,2.712,1.742,1.548,2.827,2.186,1.94,1.0,1.0,24.33,0,78.9,NORMAL,1.835,0.986,0.0,0.0,
SYN_SHIP_012,2026-06-02 00:10:00,97,NORMAL,2.705,1.9,1.612,2.562,1.796,1.752,2.852,2.24,2.029,1.0,1.0,23.36,0,84.2,NORMAL,1.881,0.974,0.0,0.0,
SYN_SHIP_012,2026-06-02 00:20:00,98,NORMAL,2.463,1.908,1.764,2.48,1.931,1.622,2.779,2.04,1.968,1.0,1.0,24.11,0,83.5,NORMAL,1.889,0.927,0.0,0.0,
SYN_SHIP_012,2026-06-02 00:30:00,99,NORMAL,2.722,1.73,1.62,2.662,1.714,1.744,2.941,2.006,1.906,1.0,1.0,24.29,0,80.9,NORMAL,1.879,0.931,0.0,0.0,
SYN_SHIP_012,2026-06-02 00:40:00,100,NORMAL,2.538,1.883,1.585,2.637,1.881,1.705,2.948,2.168,1.988,1.0,1.0,24.0,0,82.9,NORMAL,1.877,0.952,0.0,0.0,
SYN_SHIP_012,2026-06-02 00:50:00,101,NORMAL,2.489,1.858,1.572,2.667,2.025,1.659,2.845,1.954,1.932,1.0,1.0,23.14,0,83.7,NORMAL,1.85,0.992,0.0,0.0,
SYN_SHIP_012,2026-06-02 01:00:00,102,NORMAL,2.561,1.847,1.611,2.606,1.766,1.624,2.767,1.934,1.898,1.0,1.0,23.58,0,80.7,NORMAL,1.825,0.952,0.0,0.0,
SYN_SHIP_012,2026-06-02 01:10:00,103,NORMAL,2.457,1.677,1.666,2.605,1.843,1.61,2.898,2.062,1.87,1.0,1.0,23.8,0,68.1,NORMAL,1.824,0.973,0.0,0.0,
SYN_SHIP_012,2026-06-02 01:20:00,104,NORMAL,2.464,1.851,1.572,2.607,1.645,1.527,2.823,2.074,1.887,1.0,1.0,23.02,0,82.9,NORMAL,1.832,0.962,0.0,0.0,
SYN_SHIP_012,2026-06-02 01:30:00,105,NORMAL,2.621,1.716,1.621,2.664,1.685,1.545,2.904,1.902,1.968,1.0,1.0,23.85,0,82.5,NORMAL,1.83,0.942,0.0,0.0,
SYN_SHIP_012,2026-06-02 01:40:00,106,NORMAL,2.474,1.712,1.583,2.603,1.689,1.5,2.781,2.035,1.856,1.0,1.0,22.99,0,69.3,NORMAL,1.821,0.948,0.0,0.0,
SYN_SHIP_012,2026-06-02 01:50:00,107,NORMAL,2.595,1.851,1.424,2.706,1.838,1.628,2.769,2.067,1.771,1.0,1.0,22.57,0,81.8,NORMAL,1.821,0.953,0.0,0.0,
SYN_SHIP_012,2026-06-02 02:00:00,108,NORMAL,2.469,1.648,1.406,2.639,1.797,1.551,2.674,1.9,1.886,1.0,1.0,22.83,0,72.3,NORMAL,1.787,0.933,0.0,0.0,
SYN_SHIP_012,2026-06-02 02:10:00,109,NORMAL,2.489,1.756,1.594,2.615,1.724,1.512,2.753,2.08,1.831,1.0,1.0,22.83,0,77.2,NORMAL,1.806,0.922,0.0,0.0,
SYN_SHIP_012,2026-06-02 02:20:00,110,NORMAL,2.468,1.673,1.46,2.533,1.861,1.665,2.695,1.949,1.77,1.0,1.0,22.98,0,76.5,NORMAL,1.787,0.931,0.0,0.0,
SYN_SHIP_012,2026-06-02 02:30:00,111,NORMAL,2.455,1.634,1.317,2.497,1.552,1.517,2.807,2.102,1.813,1.0,1.0,23.28,0,81.3,NORMAL,1.769,0.931,0.0,0.0,
SYN_SHIP_012,2026-06-02 02:40:00,112,NORMAL,2.579,1.839,1.4,2.564,1.768,1.686,2.901,2.008,1.824,1.0,1.0,21.91,0,67.0,NORMAL,1.824,0.943,0.0,0.0,
SYN_SHIP_012,2026-06-02 02:50:00,113,NORMAL,2.508,1.892,1.572,2.525,1.748,1.635,2.816,2.061,2.063,1.0,1.0,22.68,0,74.5,NORMAL,1.828,0.944,0.0,0.0,
SYN_SHIP_012,2026-06-02 03:00:00,114,NORMAL,2.455,1.804,1.455,2.539,1.754,1.623,2.726,1.982,1.901,1.0,1.0,21.97,0,69.9,NORMAL,1.837,0.922,0.0,0.0,
SYN_SHIP_012,2026-06-02 03:10:00,115,NORMAL,2.52,1.825,1.608,2.52,1.74,1.453,2.603,1.94,1.883,1.0,1.0,21.52,0,78.8,NORMAL,1.819,0.992,0.0,0.0,
SYN_SHIP_012,2026-06-02 03:20:00,116,NORMAL,2.526,1.882,1.554,2.429,1.667,1.621,2.684,1.96,1.791,1.0,1.0,21.4,0,80.1,NORMAL,1.831,0.973,0.0,0.0,
SYN_SHIP_012,2026-06-02 03:30:00,117,NORMAL,2.459,1.856,1.587,2.744,1.777,1.677,2.81,2.072,1.93,1.0,1.0,21.85,0,65.3,NORMAL,1.811,0.938,0.0,0.0,
SYN_SHIP_012,2026-06-02 03:40:00,118,NORMAL,2.499,1.718,1.489,2.529,1.873,1.391,2.676,1.909,1.772,1.0,1.0,20.88,0,79.4,NORMAL,1.762,0.978,0.0,0.0,
SYN_SHIP_012,2026-06-02 03:50:00,119,NORMAL,2.437,1.59,1.571,2.42,1.724,1.506,2.699,2.01,1.806,1.0,1.0,21.58,0,70.0,NORMAL,1.758,0.939,0.0,0.0,
SYN_SHIP_012,2026-06-02 04:00:00,120,NORMAL,2.505,1.658,1.606,2.546,1.716,1.555,2.612,1.983,1.883,1.0,1.0,21.61,0,71.3,NORMAL,1.772,0.932,0.0,0.0,
SYN_SHIP_012,2026-06-02 04:10:00,121,NORMAL,2.387,1.645,1.388,2.607,1.674,1.549,2.76,1.838,1.793,1.0,1.0,21.19,0,73.5,NORMAL,1.752,0.981,0.0,0.0,
SYN_SHIP_012,2026-06-02 04:20:00,122,NORMAL,2.344,1.599,1.545,2.46,1.607,1.685,2.493,2.008,1.85,1.0,1.0,20.62,0,71.7,NORMAL,1.723,0.928,0.0,0.0,
SYN_SHIP_012,2026-06-02 04:30:00,123,NORMAL,2.28,1.578,1.519,2.452,1.651,1.566,2.663,2.008,1.699,1.0,1.0,20.3,0,78.8,NORMAL,1.72,0.98,0.0,0.0,
SYN_SHIP_012,2026-06-02 04:40:00,124,NORMAL,2.344,1.607,1.416,2.391,1.72,1.567,2.734,1.791,1.754,1.0,1.0,20.99,0,73.2,NORMAL,1.724,0.999,0.0,0.0,
SYN_SHIP_012,2026-06-02 04:50:00,125,NORMAL,2.441,1.818,1.555,2.438,1.873,1.467,2.627,1.837,1.704,1.0,1.0,20.29,0,77.5,NORMAL,1.774,0.931,0.0,0.0,
SYN_SHIP_012,2026-06-02 05:00:00,126,NORMAL,2.39,1.656,1.436,2.503,1.693,1.527,2.752,1.97,1.973,1.0,1.0,20.2,0,83.2,NORMAL,1.754,0.963,0.0,0.0,
SYN_SHIP_012,2026-06-02 05:10:00,127,NORMAL,2.267,1.8,1.491,2.385,1.724,1.503,2.612,1.842,1.611,1.0,1.0,19.49,0,80.5,NORMAL,1.721,0.928,0.0,0.0,
SYN_SHIP_012,2026-06-02 05:20:00,128,NORMAL,2.406,1.818,1.607,2.476,1.7,1.665,2.621,1.974,1.862,1.0,1.0,19.38,0,73.1,NORMAL,1.722,0.951,0.0,0.0,
SYN_SHIP_012,2026-06-02 05:30:00,129,NORMAL,2.379,1.695,1.504,2.349,1.68,1.489,2.683,1.919,1.73,1.0,1.0,20.05,0,75.3,NORMAL,1.688,0.955,0.0,0.0,
SYN_SHIP_012,2026-06-02 05:40:00,130,NORMAL,2.422,1.602,1.275,2.325,1.512,1.483,2.683,1.902,1.664,1.0,1.0,19.7,0,77.3,NORMAL,1.656,0.952,0.0,0.0,
SYN_SHIP_012,2026-06-02 05:50:00,131,NORMAL,2.177,1.666,1.406,2.406,1.571,1.434,2.503,1.862,1.832,1.0,1.0,19.69,0,78.7,NORMAL,1.656,0.981,0.0,0.0,
SYN_SHIP_012,2026-06-02 06:00:00,132,NORMAL,2.421,1.676,1.388,2.464,1.732,1.443,2.673,2.026,1.769,1.0,1.0,19.9,0,72.3,NORMAL,1.683,0.941,0.0,0.0,
SYN_SHIP_012,2026-06-02 06:10:00,133,NORMAL,2.167,1.623,1.434,2.362,1.839,1.528,2.574,1.859,1.718,1.0,1.0,19.45,0,66.1,NORMAL,1.68,0.927,0.0,0.0,
SYN_SHIP_012,2026-06-02 06:20:00,134,NORMAL,2.235,1.629,1.391,2.333,1.603,1.479,2.569,1.792,1.74,1.0,1.0,18.92,0,84.8,NORMAL,1.685,0.943,0.0,0.0,
SYN_SHIP_012,2026-06-02 06:30:00,135,NORMAL,2.319,1.608,1.476,2.421,1.7,1.502,2.452,1.887,1.752,1.0,1.0,17.92,0,79.4,NORMAL,1.688,0.93,0.0,0.0,
SYN_SHIP_012,2026-06-02 06:40:00,136,NORMAL,2.356,1.772,1.48,2.3,1.563,1.482,2.464,2.069,1.686,1.0,1.0,18.92,0,69.1,NORMAL,1.667,0.93,0.0,0.0,
SYN_SHIP_012,2026-06-02 06:50:00,137,NORMAL,2.401,1.724,1.487,2.423,1.657,1.351,2.718,1.848,1.666,1.0,1.0,18.66,0,80.6,NORMAL,1.678,0.973,0.0,0.0,
SYN_SHIP_012,2026-06-02 07:00:00,138,NORMAL,2.253,1.713,1.512,2.352,1.442,1.555,2.596,1.797,1.738,1.0,1.0,18.3,0,74.2,NORMAL,1.631,0.989,0.0,0.0,
SYN_SHIP_012,2026-06-02 07:10:00,139,NORMAL,2.295,1.515,1.349,2.468,1.619,1.449,2.673,1.866,1.66,1.0,1.0,18.95,0,73.0,NORMAL,1.621,0.979,0.0,0.0,
SYN_SHIP_012,2026-06-02 07:20:00,140,NORMAL,2.339,1.598,1.373,2.19,1.505,1.446,2.582,1.75,1.74,1.0,1.0,17.77,0,66.4,NORMAL,1.613,0.965,0.0,0.0,
SYN_SHIP_012,2026-06-02 07:30:00,141,NORMAL,2.205,1.496,1.343,2.55,1.601,1.364,2.454,1.727,1.729,1.0,1.0,18.62,0,81.7,NORMAL,1.596,0.948,0.0,0.0,
SYN_SHIP_012,2026-06-02 07:40:00,142,NORMAL,2.108,1.579,1.25,2.26,1.664,1.452,2.596,1.873,1.601,1.0,1.0,17.71,0,77.6,NORMAL,1.605,0.987,0.0,0.0,
SYN_SHIP_012,2026-06-02 07:50:00,143,NORMAL,2.201,1.491,1.308,2.292,1.634,1.438,2.514,1.815,1.484,1.0,1.0,18.45,0,67.5,NORMAL,1.624,0.981,0.0,0.0,
SYN_SHIP_012,2026-06-02 08:00:00,144,NORMAL,2.114,1.392,1.347,2.376,1.688,1.322,2.595,1.847,1.695,1.0,1.0,17.58,0,67.2,NORMAL,1.616,0.955,0.0,0.0,
SYN_SHIP_012,2026-06-02 08:10:00,145,NORMAL,2.175,1.463,1.331,2.311,1.564,1.458,2.508,1.903,1.607,1.0,1.0,18.23,0,77.9,NORMAL,1.577,0.989,0.0,0.0,
SYN_SHIP_012,2026-06-02 08:20:00,146,NORMAL,2.162,1.541,1.325,2.195,1.617,1.438,2.558,1.843,1.691,1.0,1.0,17.37,0,77.3,NORMAL,1.579,0.993,0.0,0.0,
SYN_SHIP_012,2026-06-02 08:30:00,147,NORMAL,2.139,1.492,1.31,2.287,1.536,1.172,2.399,1.765,1.488,1.0,1.0,17.68,0,82.5,NORMAL,1.565,0.991,0.0,0.0,
SYN_SHIP_012,2026-06-02 08:40:00,148,NORMAL,2.152,1.42,1.314,2.204,1.492,1.376,2.429,1.777,1.627,1.0,1.0,17.31,0,75.1,NORMAL,1.578,0.939,0.0,0.0,
SYN_SHIP_012,2026-06-02 08:50:00,149,NORMAL,2.129,1.526,1.256,2.276,1.638,1.303,2.431,1.878,1.567,1.0,1.0,17.71,0,75.5,NORMAL,1.563,0.997,0.0,0.0,
SYN_SHIP_012,2026-06-02 09:00:00,150,NORMAL,2.128,1.511,1.373,2.167,1.655,1.315,2.369,1.778,1.694,1.0,1.0,18.05,0,68.9,NORMAL,1.569,0.926,0.0,0.0,
SYN_SHIP_012,2026-06-02 09:10:00,151,NORMAL,2.242,1.639,1.346,2.274,1.561,1.429,2.47,1.892,1.594,1.0,1.0,17.57,0,82.6,NORMAL,1.581,0.97,0.0,0.0,
SYN_SHIP_012,2026-06-02 09:20:00,152,NORMAL,2.046,1.646,1.284,2.115,1.64,1.475,2.369,1.835,1.671,1.0,1.0,17.32,0,84.8,NORMAL,1.577,0.941,0.0,0.0,
SYN_SHIP_012,2026-06-02 09:30:00,153,NORMAL,2.064,1.57,1.312,2.289,1.529,1.276,2.408,1.77,1.623,1.0,1.0,18.17,0,78.5,NORMAL,1.585,0.961,0.0,0.0,
SYN_SHIP_012,2026-06-02 09:40:00,154,NORMAL,2.072,1.479,1.309,2.176,1.573,1.49,2.437,1.828,1.764,1.0,1.0,17.11,0,74.1,NORMAL,1.582,0.933,0.0,0.0,
SYN_SHIP_012,2026-06-02 09:50:00,155,NORMAL,2.259,1.414,1.433,2.195,1.645,1.438,2.446,1.904,1.676,1.0,1.0,17.63,0,79.6,NORMAL,1.588,0.949,0.0,0.0,
SYN_SHIP_012,2026-06-02 10:00:00,156,NORMAL,2.177,1.538,1.453,2.182,1.581,1.383,2.541,1.873,1.49,1.0,1.0,17.57,0,67.5,NORMAL,1.579,0.96,0.0,0.0,
SYN_SHIP_012,2026-06-02 10:10:00,157,NORMAL,2.161,1.493,1.321,2.35,1.533,1.398,2.358,1.611,1.707,1.0,1.0,18.18,0,81.1,NORMAL,1.57,0.995,0.0,0.0,
SYN_SHIP_012,2026-06-02 10:20:00,158,NORMAL,2.161,1.643,1.415,2.253,1.762,1.44,2.504,1.904,1.619,1.0,1.0,17.51,0,75.4,NORMAL,1.581,0.947,0.0,0.0,
SYN_SHIP_012,2026-06-02 10:30:00,159,NORMAL,2.318,1.441,1.256,2.227,1.778,1.37,2.476,1.803,1.684,1.0,1.0,17.66,0,74.0,NORMAL,1.587,0.954,0.0,0.0,
SYN_SHIP_012,2026-06-02 10:40:00,160,NORMAL,2.059,1.415,1.334,2.269,1.475,1.288,2.34,1.77,1.544,1.0,1.0,18.02,0,74.5,NORMAL,1.575,0.951,0.0,0.0,
SYN_SHIP_012,2026-06-02 10:50:00,161,NORMAL,2.175,1.427,1.349,2.184,1.568,1.338,2.573,1.808,1.639,1.0,1.0,17.98,0,73.3,NORMAL,1.559,0.986,0.0,0.0,
SYN_SHIP_012,2026-06-02 11:00:00,162,NORMAL,2.097,1.662,1.331,2.225,1.511,1.525,2.466,1.816,1.621,1.0,1.0,17.24,0,78.3,NORMAL,1.575,0.971,0.0,0.0,
SYN_SHIP_012,2026-06-02 11:10:00,163,NORMAL,2.209,1.631,1.319,2.25,1.54,1.339,2.54,1.77,1.831,1.0,1.0,17.81,0,82.5,NORMAL,1.576,0.973,0.0,0.0,
SYN_SHIP_012,2026-06-02 11:20:00,164,NORMAL,2.136,1.479,1.279,2.32,1.493,1.287,2.338,1.863,1.716,1.0,1.0,18.21,0,83.7,NORMAL,1.558,0.922,0.0,0.0,
SYN_SHIP_012,2026-06-02 11:30:00,165,NORMAL,2.137,1.495,1.329,2.121,1.503,1.362,2.414,1.752,1.55,1.0,1.0,18.32,0,70.8,NORMAL,1.559,0.958,0.0,0.0,
SYN_SHIP_012,2026-06-02 11:40:00,166,NORMAL,2.167,1.583,1.231,2.133,1.754,1.373,2.526,1.714,1.671,1.0,1.0,17.93,0,82.9,NORMAL,1.597,0.97,0.0,0.0,
SYN_SHIP_012,2026-06-02 11:50:00,167,NORMAL,2.053,1.595,1.27,2.159,1.457,1.519,2.334,1.898,1.698,1.0,1.0,17.72,0,84.5,NORMAL,1.579,0.994,0.0,0.0,
SYN_SHIP_012,2026-06-02 12:00:00,168,NORMAL,2.197,1.546,1.408,2.322,1.504,1.315,2.534,1.798,1.557,1.0,1.0,17.91,0,79.2,NORMAL,1.573,0.976,0.0,0.0,
SYN_SHIP_012,2026-06-02 12:10:00,169,NORMAL,2.095,1.439,1.269,2.142,1.583,1.251,2.451,1.741,1.519,1.0,1.0,17.6,0,67.1,NORMAL,1.569,0.96,0.0,0.0,
SYN_SHIP_012,2026-06-02 12:20:00,170,NORMAL,2.084,1.47,1.218,2.144,1.6,1.275,2.368,1.768,1.69,1.0,1.0,18.09,0,81.5,NORMAL,1.57,0.932,0.0,0.0,
SYN_SHIP_012,2026-06-02 12:30:00,171,NORMAL,2.291,1.426,1.28,2.249,1.629,1.409,2.424,1.749,1.578,1.0,1.0,18.13,0,75.1,NORMAL,1.546,0.969,0.0,0.0,
SYN_SHIP_012,2026-06-02 12:40:00,172,NORMAL,2.287,1.612,1.386,2.353,1.535,1.411,2.482,1.848,1.73,1.0,1.0,18.72,0,69.5,NORMAL,1.562,0.999,0.0,0.0,
SYN_SHIP_012,2026-06-02 12:50:00,173,NORMAL,2.284,1.459,1.382,2.312,1.586,1.488,2.569,1.833,1.588,1.0,1.0,18.45,0,67.1,NORMAL,1.581,0.939,0.0,0.0,
SYN_SHIP_012,2026-06-02 13:00:00,174,NORMAL,2.123,1.513,1.365,2.196,1.605,1.39,2.363,1.792,1.543,1.0,1.0,18.35,0,71.2,NORMAL,1.565,0.957,0.0,0.0,
SYN_SHIP_012,2026-06-02 13:10:00,175,NORMAL,2.202,1.39,1.291,2.179,1.632,1.457,2.433,1.785,1.711,1.0,1.0,18.46,0,80.3,NORMAL,1.561,0.966,0.0,0.0,
SYN_SHIP_012,2026-06-02 13:20:00,176,NORMAL,2.232,1.521,1.277,2.283,1.549,1.474,2.515,1.74,1.582,1.0,1.0,19.16,0,73.5,NORMAL,1.598,0.924,0.0,0.0,
SYN_SHIP_012,2026-06-02 13:30:00,177,NORMAL,2.012,1.615,1.344,2.191,1.672,1.408,2.551,1.913,1.651,1.0,1.0,18.27,0,66.4,NORMAL,1.608,0.955,0.0,0.0,
SYN_SHIP_012,2026-06-02 13:40:00,178,NORMAL,2.159,1.514,1.253,2.29,1.527,1.492,2.432,1.891,1.667,1.0,1.0,19.38,0,84.4,NORMAL,1.604,0.968,0.0,0.0,
SYN_SHIP_012,2026-06-02 13:50:00,179,NORMAL,2.156,1.511,1.422,2.328,1.671,1.351,2.453,1.903,1.79,1.0,1.0,19.11,0,84.4,NORMAL,1.622,0.943,0.0,0.0,
